Geneid,Control,Control,Control,M1,M1,M1,M2a,M2a,M2a,M2c,M2c,M2c
20536,11,12,13,9,13,7,17,19,25,31,23,14
100862333,0,0,0,0,0,0,0,0,0,0,0,0
620079,0,0,0,0,0,0,0,0,0,0,0,0
13838,1,4,6,2,3,2,7,13,4,0,0,3
18505,0,0,0,0,0,0,0,0,0,0,0,0
100039210,0,0,0,0,0,0,0,0,0,0,0,0
433323,6,9,10,7,6,6,7,15,8,10,14,7
23874,726,924,864,574,578,547,755,928,870,1187,901,946
68393,0,0,0,0,0,0,0,0,0,0,0,0
74205,410,538,526,94,125,102,520,682,586,806,656,628
195434,156,130,161,34,39,39,136,163,147,221,199,161
57814,0,0,0,0,0,0,0,0,0,0,0,0
20254,0,0,0,0,0,0,0,0,0,0,0,0
100862182,1,5,4,8,6,12,3,6,8,1,2,6
252903,340,348,409,339,326,287,361,464,431,257,221,225
69368,239,220,260,406,350,325,461,596,525,363,255,228
100038695,2,1,2,0,0,0,1,0,1,0,4,0
69163,402,483,445,401,361,345,416,540,475,551,383,359
100862198,0,1,0,0,0,0,0,0,0,0,0,0
20720,22,21,23,18,17,19,12,26,16,8,10,9
241128,0,0,0,0,0,0,0,0,0,0,0,0
26554,1729,1800,2066,1508,1449,1285,1538,1973,1762,2908,2177,2155
72208,0,0,0,0,0,0,0,0,0,0,0,0
210293,4071,3529,5024,5209,5135,4512,3163,3871,3500,5296,3898,3618
241134,0,0,0,1,0,0,4,2,3,0,1,0
16367,6,2,11,1,5,4,10,10,9,1,0,1
100503073,0,0,1,0,0,1,1,0,0,0,0,0
76867,544,454,596,641,623,576,714,864,861,805,647,567
100503095,3,3,3,10,2,3,1,5,11,5,4,1
12829,1,0,3,1,2,0,5,4,6,3,1,1
12828,1,5,3,1,3,3,3,11,5,4,4,2
75734,1024,1237,1225,993,985,875,1002,1278,1143,1751,1326,1283
66261,2,1,1,3,1,0,1,3,3,0,0,1
100044526,0,0,0,0,0,0,0,0,0,0,0,0
15463,1248,1363,1665,1458,1501,1215,984,1177,1092,3487,2458,2368
80721,0,0,0,0,0,0,0,0,0,0,0,0
71386,0,0,0,0,0,0,0,0,0,0,0,0
20297,0,0,0,0,0,0,0,0,0,0,0,0
71227,0,0,0,0,0,0,0,0,0,0,0,0
77629,0,0,0,0,0,0,0,0,0,0,0,0
98496,6855,8470,8502,5570,5545,4763,2143,2612,2411,7423,5674,5459
227325,76,76,66,12,7,4,2,10,3,56,35,31
100628595,0,0,0,0,0,0,0,0,0,0,0,0
14897,6214,5314,7532,6364,6082,5280,6875,8485,8021,10806,8052,7629
66153,30,44,38,26,33,26,21,37,30,49,39,33
71781,4,0,0,0,2,0,4,4,4,0,0,0
100503433,0,1,2,7,5,4,0,1,1,0,0,6
381287,9,35,10,120,126,111,19,18,18,25,25,20
621875,43,60,55,646,613,519,60,64,73,108,64,68
100040135,6,4,10,2,3,6,1,0,4,9,1,1
665378,1,1,6,8,10,4,1,5,3,1,4,0
620078,28,19,24,106,90,85,39,34,46,24,19,35
100040213,0,0,1,4,0,1,0,0,1,0,0,0
100039794,2,3,6,8,11,13,9,0,2,7,7,11
665338,0,0,0,4,1,2,0,0,0,1,0,0
109032,1377,1534,1626,4346,4165,3563,599,769,708,2053,1659,1467
434484,439,556,494,1868,1864,1600,362,512,453,783,588,555
100503502,0,0,0,5,9,3,0,0,0,0,0,0
100503045,1,2,0,0,1,1,0,2,0,0,0,1
20684,2657,2724,3072,3526,3455,3076,785,1046,891,3454,2823,2468
319997,516,509,633,839,810,719,452,533,505,938,654,695
12283,4543,4682,5432,3225,3144,2643,3798,4562,4559,7384,5500,5268
64294,3430,4368,4004,6941,6577,5864,5027,6156,5915,7384,5712,5342
71141,0,0,0,0,0,1,0,0,0,0,0,0
227326,1,0,2,1,3,3,18,25,17,3,0,2
70060,0,0,0,0,0,0,0,0,0,0,0,0
72792,0,0,0,0,0,0,0,0,0,0,2,0
70247,2981,3731,3727,2723,2672,2239,2588,3040,3065,4920,3771,3515
15559,14,18,19,7,14,5,23,43,45,37,35,30
78795,77,105,94,71,84,79,104,102,102,148,113,116
100861644,0,1,0,0,0,0,0,5,4,4,0,3
227327,34,39,51,12,12,15,122,133,119,86,77,100
383538,0,0,0,0,0,0,0,0,0,0,0,0
17975,8595,10385,10127,7046,6723,5868,5735,6956,6413,12440,9708,8882
100303740,4,2,1,2,1,3,5,2,2,1,5,4
80828,0,0,0,1,0,0,0,0,0,0,0,0
319336,7,7,6,3,6,5,4,8,5,11,10,5
14767,0,0,0,1,1,0,0,0,0,5,4,0
71863,0,0,0,0,0,0,0,0,0,0,0,0
19231,16222,22682,18672,11389,10709,9247,6920,8448,7949,18097,13791,13526
18582,493,675,637,527,512,407,325,498,417,704,551,486
26895,406,490,496,431,418,373,571,675,631,608,450,408
18159,0,0,0,0,0,0,0,0,0,0,0,0
208718,342,371,401,346,366,303,278,345,349,489,392,349
11650,0,0,0,0,0,0,0,0,0,0,0,0
76768,0,0,0,0,0,0,0,0,0,0,0,0
11648,0,0,0,0,0,0,0,0,0,0,0,0
13599,0,0,0,0,0,2,0,0,0,0,0,0
69453,0,0,0,0,0,0,2,0,0,0,0,0
11447,0,0,0,0,0,0,0,0,0,0,0,0
11449,0,0,0,0,0,0,0,0,0,2,0,0
26987,1410,1733,1760,1560,1456,1312,1524,1937,1855,2402,1949,1719
98363,0,0,0,0,0,0,0,0,1,0,1,0
227331,1455,1393,1841,1611,1541,1313,1498,1943,1825,2344,1894,1746
100040591,0,1,4,4,9,3,7,8,8,2,3,0
73234,0,0,0,0,0,0,0,0,0,0,0,0
53972,1,0,1,0,0,0,4,6,7,0,0,0
319977,0,0,0,0,0,0,0,0,0,0,0,0
620454,1,3,0,1,1,0,2,0,2,0,1,1
23956,0,0,0,0,0,0,0,0,0,0,0,0
16331,7317,7242,9247,11386,11177,9912,3440,4190,3926,12651,9661,8985
77040,729,755,805,776,783,657,649,764,748,1055,832,747
100217415,0,6,5,7,4,3,2,6,2,7,4,1
20215,11,17,14,6,2,6,4,6,4,7,11,6
100503175,9,4,10,7,7,5,0,6,4,17,4,3
227333,5812,6293,7049,2674,2563,2256,1775,2065,1998,6820,5088,4606
227334,434,426,543,743,697,572,597,654,639,742,586,527
394430,0,0,0,0,0,0,0,0,0,0,0,0
394434,0,0,0,0,0,0,0,0,0,0,0,0
394432,1363,1483,1610,923,1005,714,548,655,655,2396,1865,1661
394435,7,11,10,7,6,7,2,3,7,17,8,2
94284,14,17,23,8,10,2,33,44,52,36,18,17
394433,4,6,3,4,5,4,4,1,2,7,1,0
22236,3,1,2,2,4,5,1,0,1,3,2,0
15504,2,3,1,1,6,3,12,10,4,4,11,2
394436,7,4,8,1,2,2,1,3,0,5,1,3
100040766,15,20,29,12,17,18,5,9,7,48,40,47
381280,556,456,676,438,378,369,147,189,187,673,508,468
78605,0,0,0,0,0,0,0,0,0,0,0,0
171382,0,0,0,0,0,0,0,0,0,0,0,0
75396,0,0,2,0,0,0,0,0,0,0,0,0
14659,13,14,15,13,13,13,4,4,3,20,16,6
100503197,3,4,6,0,0,1,0,1,5,0,0,5
320982,4249,4878,5077,3008,2923,2566,4508,5595,5149,6123,4771,4322
78650,0,0,0,0,0,0,0,0,0,0,0,0
73475,0,0,0,0,2,0,0,0,0,0,0,0
98402,119,134,191,456,436,409,159,202,147,259,161,184
77331,0,0,0,0,0,0,0,0,0,0,0,0
347722,1618,1611,2092,514,535,462,1739,2049,2036,1859,1361,1278
74403,1,8,3,0,3,0,3,5,5,7,0,5
14472,15,15,19,2,3,4,3,3,3,47,19,24
208372,0,0,0,0,0,0,0,0,0,0,0,0
74918,0,0,0,0,0,0,0,0,0,0,0,0
12778,3,4,1,0,0,0,0,0,0,1,0,0
108679,694,861,916,879,839,724,654,805,742,1227,940,775
433332,0,0,0,0,0,0,0,0,0,0,0,0
12835,155,158,192,24,26,17,145,161,167,14,21,10
171531,13,13,18,2,0,2,5,10,3,9,16,7
623503,0,0,0,0,0,0,0,0,0,0,0,0
19329,0,0,1,0,0,0,1,0,0,1,0,1
16978,3930,4370,4819,3329,3174,2767,2607,3098,2855,5858,4411,4336
329207,48,47,51,22,39,17,4,7,4,51,37,36
51801,209,276,223,285,245,225,582,736,724,123,87,97
67921,552,686,665,657,678,593,725,936,780,1299,985,921
665783,3,8,6,5,7,4,6,9,8,7,9,7
50880,562,717,700,1079,1007,930,610,793,729,871,617,608
227357,0,1,1,1,1,3,0,1,0,0,2,2
100503326,0,0,0,0,0,0,0,0,0,0,0,0
70788,0,0,1,0,0,0,0,0,0,0,0,0
227358,5,12,17,5,8,4,4,9,5,12,3,10
67444,549,651,583,479,490,444,474,577,560,743,594,549
67086,0,0,0,0,0,2,0,0,0,0,0,0
55927,461,585,521,448,429,376,352,479,459,673,509,419
18627,69,83,90,72,83,64,62,96,95,93,79,58
74019,166,192,199,151,158,125,138,156,154,310,201,160
65247,258,289,356,283,233,218,188,210,199,375,289,305
13345,0,5,2,0,0,0,0,0,0,0,0,0
208727,439,376,576,409,407,382,240,289,289,639,425,379
67273,1007,1353,1335,1166,1122,1013,1229,1473,1351,1855,1380,1220
259040,0,0,0,0,0,0,0,0,0,0,0,0
258228,0,0,0,0,0,0,0,0,0,0,0,0
259041,0,0,0,0,0,0,0,0,0,0,0,0
259039,0,0,0,0,0,0,0,0,0,0,0,0
258274,0,0,0,0,0,0,0,0,0,0,0,0
258483,0,0,0,0,0,0,0,0,0,0,0,0
258484,0,0,0,0,0,0,0,0,0,0,0,0
257890,0,0,0,0,0,0,0,0,0,0,0,0
66915,698,1272,787,838,850,683,696,871,851,1115,914,908
260301,2,5,1,2,0,2,6,2,1,5,1,4
14733,232,260,267,135,151,134,6094,7406,6923,171,145,137
100504295,0,0,0,0,0,0,1,1,2,0,0,0
387167,0,0,0,0,0,0,0,0,0,0,0,0
241158,1,2,3,10,14,9,1,0,4,5,0,7
67446,92,129,93,274,252,229,74,95,79,119,81,104
108657,1933,2227,2491,2234,2079,1881,1937,2291,2199,3035,2438,2179
100037260,3,2,3,4,4,0,1,3,3,1,7,2
23830,180,232,212,212,181,195,130,148,142,296,218,201
64095,46,41,51,336,304,259,57,108,76,373,278,241
208760,0,0,0,0,0,0,0,0,0,1,0,0
16560,0,1,1,18,21,15,32,37,41,45,39,45
11611,0,0,0,0,0,0,0,0,0,0,0,0
71874,0,0,0,0,0,0,0,0,0,0,0,0
381284,0,0,2,0,0,0,0,1,1,0,0,0
208777,8,4,7,12,6,18,5,10,8,15,4,11
69821,137,168,178,142,186,117,107,139,140,204,174,164
269224,379,383,469,240,227,207,88,87,74,435,352,278
66385,920,1056,1099,793,785,713,720,854,902,1471,1183,1011
404545,10,13,7,15,27,14,1,4,2,7,11,5
110611,5773,5628,7263,5692,5511,4732,5924,7536,6955,11483,8592,8163
18000,5349,5789,6395,4969,4879,4180,4867,5801,5683,8657,6653,6288
227377,107,63,130,105,83,88,73,103,72,131,82,92
59041,1140,1281,1446,1003,917,910,1005,1257,1155,1709,1268,1250
51800,6,6,5,4,2,2,23,38,19,1,1,2
67026,363,395,427,388,306,310,329,381,351,476,408,339
66615,633,735,764,686,701,552,510,670,684,1089,884,774
21915,683,1021,843,559,502,439,292,339,289,891,675,582
66262,476,567,577,507,476,405,385,484,465,645,514,483
98314,224,268,297,424,348,330,256,277,254,351,305,259
381334,0,0,0,0,0,0,0,0,0,0,0,0
100041596,0,0,0,0,0,0,1,0,0,0,0,0
666009,2,2,1,2,1,8,0,4,10,4,0,1
619597,2,0,0,1,0,0,0,3,3,0,0,0
241159,0,0,0,0,0,0,0,0,0,0,0,0
18566,0,0,0,0,2,0,0,0,3,0,0,0
74689,0,0,0,0,0,0,0,0,0,0,0,0
67698,1481,2110,1831,2740,2660,2337,813,1001,922,2116,1658,1459
20452,2917,3037,3437,3192,3132,2616,1233,1454,1416,3157,2450,2250
75381,0,0,0,0,0,0,0,0,0,0,0,0
100504401,39,22,41,13,23,19,10,12,21,30,31,24
73454,0,0,0,0,0,0,0,0,0,0,0,0
75159,0,0,0,0,0,0,0,0,0,0,0,0
227394,6,1,3,1,0,0,3,1,0,2,2,0
329217,0,1,2,0,0,0,3,1,4,3,1,0
67854,0,1,2,0,1,1,1,1,2,1,2,0
74441,0,0,0,0,0,0,0,0,0,0,0,0
634331,0,0,0,0,0,0,0,0,0,0,0,0
634346,0,0,1,0,0,0,0,2,0,0,2,2
52392,2381,2816,2587,1535,1487,1310,1451,1820,1731,3403,2603,2626
227399,1370,1313,1669,1546,1539,1331,881,1105,1056,2164,1692,1554
252876,134,172,160,97,107,82,104,128,152,214,160,131
18484,2067,2262,2518,335,339,278,708,936,817,2951,2255,2162
78603,2,9,8,2,2,3,9,2,6,11,10,12
69030,0,1,0,0,0,0,0,1,2,1,1,1
70866,0,0,0,0,0,0,0,0,0,0,0,0
100504494,4,13,11,8,8,7,4,8,6,11,5,3
241175,0,0,0,0,0,0,0,0,0,0,0,0
100504525,0,0,0,0,0,0,0,0,0,0,0,0
23836,0,0,0,0,0,0,0,0,0,0,0,0
320311,15,12,11,1,0,4,5,7,1,7,3,4
100504568,0,0,0,0,0,0,0,0,0,0,0,0
27392,1040,989,1343,1200,1140,1015,1025,1203,1068,2273,1534,1389
227446,758,780,943,991,952,822,841,958,938,1252,972,880
100042023,2,1,3,0,2,0,1,0,0,1,1,0
21934,3062,2863,3936,2516,2532,2091,1238,1493,1469,3192,2435,2289
635504,16,16,9,26,25,12,9,11,16,7,9,13
227449,1097,951,1255,1271,1201,970,1139,1356,1306,1084,834,769
626049,0,2,2,3,7,0,9,4,7,1,1,1
98432,496,590,703,1261,1286,1064,1442,1678,1636,518,372,359
12043,493,539,570,451,421,360,332,414,464,504,362,381
320761,0,0,1,0,4,0,1,0,0,0,0,0
70750,509,574,617,508,529,427,424,467,419,758,546,550
20479,3060,3448,3500,3036,2972,2533,2870,3488,3378,5020,3788,3673
20724,0,1,0,0,0,0,0,2,0,0,0,0
71869,19,26,7,6,3,0,48,43,37,14,7,5
241196,0,0,0,0,0,0,0,0,0,0,0,0
20248,0,0,0,0,0,0,0,0,0,0,0,0
394252,0,0,0,0,0,0,0,0,0,0,0,0
383548,0,0,0,0,0,0,0,0,0,0,0,0
381286,0,0,0,0,0,0,0,0,0,0,0,0
66957,0,0,0,0,0,0,0,0,0,0,0,0
116872,0,0,1,0,1,0,0,0,0,0,0,0
18788,13,16,15,0,1,0,6,8,4,1,1,0
241197,16,16,17,3,20,6,3,7,5,33,21,21
20725,457,517,594,300,284,227,392,510,495,847,602,555
241201,0,0,0,0,0,0,0,0,0,0,0,0
227485,0,0,0,0,0,0,0,0,0,0,0,0
319901,191,176,206,165,173,136,205,215,211,246,201,191
636808,0,0,0,0,0,0,0,0,0,0,0,0
634762,0,0,0,0,0,0,0,0,0,0,0,0
22099,2318,2885,2773,2014,1857,1638,1529,1855,1800,3125,2457,2322
67949,552,737,662,501,473,409,510,676,631,735,576,514
76707,1204,1008,1398,1337,1201,1142,873,1056,1060,1871,1377,1321
68204,0,5,0,0,1,1,0,0,0,1,0,0
81879,9,2,2,7,4,4,0,1,4,0,1,0
14633,0,0,0,2,0,0,0,0,0,0,0,0
16324,17,11,23,17,15,21,14,25,25,0,2,2
100502628,0,0,0,0,0,0,0,0,0,0,0,0
64143,1901,2124,2189,2029,1874,1738,1101,1296,1230,2856,2208,2053
226351,532,617,637,568,595,457,632,808,737,795,717,625
226352,19,21,27,4,9,5,1,15,8,22,13,22
19258,232,183,273,162,174,142,187,185,181,328,237,203
66343,129,124,137,121,113,91,109,138,144,185,145,127
226356,0,0,0,0,0,0,0,0,0,0,0,0
319229,1,0,3,1,0,0,0,0,1,1,0,0
170706,339,506,444,306,279,289,790,989,991,705,494,445
13167,1341,2175,1619,837,863,756,1810,2250,2195,2039,1604,1524
73103,14,12,21,10,10,14,27,38,23,16,12,9
68428,1133,1379,1424,312,343,297,2591,3209,3043,1842,1455,1310
226359,0,0,0,0,0,0,0,0,0,0,0,0
17167,2,1,0,0,4,3,0,1,1,1,0,3
13798,0,0,0,0,0,0,0,0,0,0,0,0
98452,0,0,0,0,0,0,0,0,0,0,0,0
72999,547,603,622,447,461,370,582,724,684,902,726,660
70829,1126,1037,1386,1188,1196,973,1057,1325,1256,2440,1899,1707
15564,0,0,0,0,0,0,0,0,0,0,0,0
66942,699,820,831,673,629,502,498,575,595,949,766,704
100502702,0,0,0,1,0,0,0,0,0,0,1,0
269109,3,1,2,2,1,1,1,3,1,1,1,2
74117,13502,16013,15969,15902,15447,13579,13023,15794,14981,22705,18252,16366
74150,697,895,888,1063,1051,950,966,1160,1194,1767,1381,1296
71111,0,1,0,2,0,1,1,0,2,0,0,0
72585,0,0,0,0,0,0,0,0,0,0,0,0
210356,0,0,0,0,0,0,0,0,0,0,0,0
107895,863,640,1046,595,557,533,645,826,683,1425,989,945
667090,29,44,33,36,40,33,29,35,29,39,41,42
72160,17,24,21,2,0,2,26,14,21,13,4,18
266645,2,0,1,0,1,0,2,0,0,0,0,0
100502745,0,0,0,0,0,0,0,0,0,0,0,0
72949,697,583,873,1216,1207,1084,798,1020,866,1131,854,848
22625,7,5,4,1,3,9,1,7,7,3,1,1
226407,1025,1042,1148,866,925,773,873,1024,1001,1558,1150,1098
226409,1308,1405,1470,1111,1100,946,947,1078,1066,1786,1469,1251
226412,1975,1682,2274,1686,1599,1397,1558,1796,1696,2814,2185,2077
387147,0,0,0,0,1,2,1,0,0,1,0,0
67812,1738,2018,2050,1737,1847,1567,1871,2184,2160,2945,2255,2169
226413,6,4,5,6,3,3,1,4,3,4,1,6
17219,5268,6206,6231,2595,2574,2225,1526,1906,1797,6172,4767,4345
226414,1363,1618,1574,1128,1035,967,1008,1266,1216,2128,1546,1437
12767,1569,1911,1936,535,514,428,2008,2495,2322,4896,3636,3456
210417,0,0,0,0,0,0,0,0,0,0,0,0
100042740,2,4,4,7,11,4,9,4,4,7,0,1
13137,0,0,0,0,0,0,0,0,0,0,0,0
13136,6,7,14,7,6,1,1,5,5,27,17,11
22789,0,0,0,0,0,0,0,0,0,0,0,0
12269,0,0,0,0,0,0,0,0,0,0,0,0
12270,0,0,0,0,0,0,0,0,0,0,0,1
18640,663,625,766,768,786,709,538,685,637,1155,936,882
226418,138,98,163,142,147,141,111,104,112,202,175,142
212439,16,15,16,19,8,12,9,8,9,38,21,30
64435,0,1,0,0,0,0,0,0,0,0,0,0
100502856,0,0,0,0,0,1,0,0,0,0,0,0
18703,0,0,0,0,0,2,0,0,0,0,0,0
69169,4,1,13,9,6,8,1,3,1,0,3,1
93672,0,0,0,0,0,0,0,0,0,0,0,0
58181,0,0,0,0,0,0,0,0,0,0,0,0
329244,1,0,0,0,0,1,0,0,0,0,0,0
16153,57,84,61,268,282,249,11,9,7,204,180,141
17164,5034,6110,6282,6345,5984,5294,3549,4357,4056,11310,8790,7857
226419,122,156,155,68,53,60,13,11,10,77,49,58
16865,517,610,646,556,619,566,256,352,300,533,451,398
54354,1333,1353,1577,1705,1608,1516,629,754,709,1939,1408,1428
56489,1365,1278,1652,2398,2393,2194,1823,2168,2011,3185,2360,2252
14270,3155,2856,3879,5471,5502,4684,2668,3117,2937,6135,4666,4352
108900,120,143,103,176,228,173,28,20,24,196,126,136
26361,0,0,0,1,0,0,0,0,0,0,0,0
13034,102,82,110,331,312,260,79,85,91,176,140,133
226421,4177,5011,4869,6965,6757,5825,5216,6340,6008,8573,6637,6173
320718,3,5,3,0,3,0,7,0,6,0,0,1
212933,0,0,0,5,0,0,2,1,1,1,1,0
98396,284,296,407,315,320,276,243,385,335,589,492,437
226422,571,809,685,448,473,398,691,858,765,1108,809,799
98415,4949,5727,5606,2959,2867,2351,1584,1961,1809,6551,4814,4712
212980,16,24,19,6,3,2,19,25,25,11,15,17
13714,539,419,659,701,759,646,591,621,586,795,631,616
213006,210,154,269,292,297,211,192,209,229,327,248,191
18557,4018,4313,5027,969,958,836,6448,7693,7416,6014,4571,4159
723818,0,0,0,0,0,0,0,0,0,0,0,0
213409,0,0,0,0,0,0,0,0,0,0,0,0
213417,2,4,1,0,0,0,0,0,1,0,0,0
74137,514,584,604,1400,1309,1155,618,742,666,816,637,594
68875,566,688,751,516,494,459,328,347,318,564,417,336
213452,1071,1074,1370,924,889,808,1080,1375,1206,1340,1068,978
213464,1310,1254,1640,1209,1135,1056,925,1075,1079,1872,1395,1331
74626,192,245,234,171,194,158,135,136,142,227,182,172
21367,0,2,4,0,1,0,0,1,0,1,1,0
269116,0,0,0,0,0,0,0,0,0,0,0,0
100038653,0,0,0,0,0,0,0,0,0,0,0,0
16980,1,0,1,0,0,0,0,1,0,1,1,0
17248,920,650,1132,1328,1240,1028,851,983,995,1371,1011,1010
240752,4,6,4,4,3,6,6,13,5,1,1,3
108954,2205,2259,2639,3112,2804,2486,2614,3187,2909,3550,2867,2573
240753,2,4,5,2,2,2,2,11,9,3,1,1
100502933,0,0,0,0,0,0,0,0,0,0,0,0
68338,0,0,0,0,0,0,0,0,0,0,0,0
280287,0,0,0,0,0,0,0,0,0,0,0,0
19701,0,0,0,0,0,0,0,0,0,0,0,0
214253,0,0,0,0,0,0,0,0,0,0,0,0
20668,0,1,1,1,0,0,1,0,1,0,0,1
20643,500,900,605,534,476,411,325,402,366,840,592,602
70579,2362,2534,2832,2651,2658,2213,2332,2825,2828,4165,3260,2884
667118,1027,633,1251,1218,1210,1051,1247,1442,1421,1970,1445,1354
240754,2,0,1,13,2,6,2,5,2,4,1,1
381290,463,329,554,19,34,20,20,18,19,222,131,129
269120,0,0,0,0,0,0,0,0,0,0,0,0
116847,3,4,7,2,2,0,1,0,0,0,0,0
100502984,0,0,0,0,0,0,0,0,0,0,0,0
14264,13,12,6,0,0,2,1,6,4,2,0,0
100502999,1,1,1,2,0,1,0,0,0,2,0,0
12227,659,752,854,668,676,612,1040,1287,1256,945,720,579
667414,0,0,0,0,0,0,0,0,0,0,1,1
71884,0,0,0,0,0,0,2,0,0,1,0,0
12654,39,66,65,26,19,22,40,42,30,48,47,34
53311,0,0,1,1,0,0,0,0,0,0,0,1
11539,0,0,0,0,0,0,0,0,0,0,0,0
17928,0,0,0,0,1,0,0,0,0,0,0,0
68507,791,953,927,1630,1565,1424,273,365,320,590,511,421
57439,985,1103,1151,740,788,683,912,1084,1025,1631,1191,1132
240755,3,5,4,6,0,3,2,10,1,3,4,7
72017,1118,1467,1416,1309,1234,1088,879,1064,1037,1452,1191,1013
72674,2448,2965,3014,3168,3072,2636,2326,2761,2674,4386,3199,2957
100861791,0,0,0,0,0,0,3,0,0,0,0,0
240756,65,66,100,50,57,27,59,91,67,96,85,89
98710,359,483,515,461,434,361,458,565,487,711,537,470
100503055,2,1,2,5,8,2,4,2,2,6,3,1
71001,0,0,0,0,0,0,0,0,0,0,0,0
75605,200,182,215,249,274,221,259,337,296,392,255,222
20980,0,0,0,0,0,0,0,0,0,0,2,0
329251,88,92,123,83,109,68,84,121,109,148,110,99
67196,281,392,344,194,213,164,59,66,63,343,270,238
329252,12,8,8,3,5,2,16,11,9,1,0,0
13924,83,59,112,121,128,110,30,23,25,80,70,60
100038590,1,0,0,0,2,4,0,0,0,1,0,2
320139,3492,4284,4402,3033,2851,2528,1811,2244,1988,4315,3193,3090
68724,2040,2402,2499,2448,2387,2055,2140,2591,2402,4185,3145,3066
171469,1,0,0,0,0,0,0,0,1,0,0,0
13710,0,0,0,2,2,0,0,0,0,1,0,2
215615,4204,5098,5087,4182,3969,3568,2425,2939,2786,8034,6027,5704
21854,536,739,571,557,504,467,513,638,632,801,620,571
93689,7,5,8,0,2,3,5,6,4,0,0,0
77552,3,4,7,8,2,1,5,1,5,10,4,3
226432,2942,3004,3584,2001,1992,1739,1098,1275,1235,4078,3123,3035
215690,5365,4014,6840,2073,2033,1783,7376,8647,8043,8826,6593,6208
13007,2710,3783,3338,2638,2416,2184,1189,1492,1370,4073,3226,2972
27280,337,558,488,581,572,480,378,421,428,419,307,291
21952,0,1,0,0,0,0,0,0,0,0,1,0
16763,1,0,1,2,2,0,10,7,7,0,2,1
21956,1,2,2,0,0,0,0,0,0,0,0,0
18772,1,1,2,0,1,1,0,1,0,0,0,0
226438,0,0,0,0,0,0,0,0,0,0,0,0
66241,278,292,314,208,169,189,71,90,82,368,250,226
12292,0,0,0,0,0,1,0,0,0,2,0,0
329253,1,1,0,3,4,0,0,0,0,0,0,0
16565,1498,1172,1867,1356,1411,1181,1513,1771,1727,1604,1207,1152
76422,0,0,0,0,0,0,0,0,0,0,0,0
67313,0,0,0,0,0,2,0,0,0,0,0,0
100042513,0,0,0,0,0,0,0,0,0,0,0,0
383563,0,0,0,0,0,0,0,0,0,0,0,0
67886,1104,968,1352,985,983,764,1232,1439,1374,1899,1495,1358
320054,13,12,11,34,30,31,6,14,12,24,7,13
67997,153,139,170,164,120,138,112,146,110,244,172,198
381293,963,906,1193,674,689,583,134,165,155,1422,1065,966
71084,0,0,0,0,0,0,0,0,0,0,0,0
226442,668,693,823,2972,2868,2414,599,763,693,1185,952,865
100503460,1,3,4,128,104,102,0,6,2,7,8,10
100503474,0,0,0,0,0,0,0,0,0,0,0,0
667686,0,1,0,0,0,0,0,0,0,0,0,0
26424,0,0,0,0,0,0,0,0,0,0,0,0
320138,0,4,5,2,1,2,7,8,13,6,1,7
735252,0,0,0,0,1,0,0,0,1,0,0,0
723890,0,0,2,0,0,1,6,3,0,2,1,0
19264,9570,10361,11627,17455,16858,14845,11582,14197,13309,21956,16859,15711
338375,0,0,0,0,0,0,0,0,0,0,0,0
59125,2746,2842,3084,2818,2572,2272,2450,2970,2873,3763,2827,2661
545363,0,0,0,0,0,0,0,0,0,0,0,0
16876,0,0,0,1,1,0,0,0,0,0,0,0
69549,85,122,85,94,88,77,111,122,121,102,71,77
75546,0,0,0,0,0,0,0,0,0,0,0,0
329260,1076,1061,1284,2650,2710,2331,2510,3098,2815,1509,1171,1087
170788,0,0,0,0,0,0,0,0,0,0,0,0
71209,0,0,0,0,0,0,0,0,0,0,0,0
226470,410,343,429,375,318,304,330,406,387,579,440,362
12316,2235,1860,2937,1259,1221,1081,275,370,329,3061,2292,2089
14060,0,0,0,0,0,0,0,0,0,0,0,0
50702,0,0,0,0,0,0,0,0,0,0,0,0
624286,0,0,0,0,0,0,0,0,0,0,0,0
214403,2,0,0,0,0,0,0,0,1,1,0,0
545366,1,1,1,4,2,1,0,0,0,0,1,2
12628,1875,1920,2113,2090,2026,1770,1177,1423,1309,5445,4202,3817
240776,0,0,0,0,0,0,0,0,0,0,0,0
75910,0,0,0,0,0,0,0,0,0,0,0,0
226472,0,0,0,0,0,0,0,0,0,0,0,0
214498,677,678,837,565,610,484,662,756,725,1096,808,831
26878,8,3,12,4,10,9,3,7,6,12,2,2
69367,355,475,408,451,428,380,346,433,419,559,414,424
20822,717,841,889,633,706,592,573,732,705,1015,832,778
56207,821,1078,964,705,622,613,403,513,459,1286,978,907
19735,1967,2443,2301,3161,3074,2713,2066,2808,2476,2223,1735,1598
100861894,0,0,0,0,0,0,0,0,0,0,0,0
246709,0,1,0,0,0,0,0,0,0,0,0,0
50778,670,886,827,2392,2373,2069,953,1070,1088,347,253,235
624910,0,0,0,0,0,0,0,0,0,0,0,0
64214,596,785,684,109,109,101,223,265,256,901,707,681
215378,0,0,0,0,0,0,0,0,0,0,0,0
100043240,4,2,5,4,5,3,6,3,6,3,10,6
791353,0,0,0,0,0,0,0,0,0,0,0,0
100503781,0,0,0,0,0,0,0,0,0,0,0,0
18783,1774,1963,2019,3483,3386,3042,358,455,411,2339,1872,1718
320019,1,1,0,1,0,2,0,1,0,0,0,0
19225,81,83,85,1001,978,863,15,17,17,63,44,57
